,FPOI,GP,LAT,LONG,LAT1,LONG1,distance
333,264.0,334.0,8.96778,77.07036,8.96609,77.06958,0.20659185263138913
334,265.0,335.0,8.93715,76.9472,8.93632,76.94612,0.15035183036087651
335,266.0,336.0,8.87382,76.87132,8.871360000000001,76.86932,0.35097274264106304
336,267.0,337.0,8.815,76.96953,8.81423,76.97411,0.5106495523380943
337,268.0,338.0,8.90271,76.82195,8.90029,76.83197,1.13352359146374
338,269.0,339.0,8.870519999999999,76.92078000000001,8.86761,76.90739,1.506736628251916
339,270.0,340.0,8.82643,76.91758,8.82649,76.91763,0.008645312388350403
340,271.0,341.0,8.78774,76.94076,8.78942,76.94026,0.19478131559197515
341,272.0,342.0,8.823260000000001,76.88293,8.82276,76.88322,0.06410172897952755
342,273.0,343.0,8.87451,76.78075,8.874460000000001,76.77614,0.5066615190497746
343,274.0,344.0,8.98085,76.53473000000001,8.98002,76.53772,0.34122663516177715
344,275.0,345.0,8.95764,76.53305,8.955589999999999,76.53418,0.2596317351030306
345,276.0,346.0,9.01165,76.53787,9.01132,76.5417,0.42235005076427073
346,277.0,347.0,8.95434,76.56185,8.96045,76.56363,0.7071951344524173
347,278.0,348.0,9.01216,76.575,9.01365,76.57449,0.17494641684966789
348,278.0,349.0,9.01216,76.575,9.06984,76.49643,10.754141017130753
349,278.0,350.0,9.01216,76.575,9.091610000000001,76.51593000000001,10.963447536192039
350,279.0,351.0,9.0173,76.65255,9.01742,76.65293,0.04382691826671789
351,280.0,352.0,8.95807,76.67184,8.96069,76.67259,0.3028487824820572
352,281.0,353.0,9.00424,76.62988,9.002460000000001,76.63038,0.20546765307505746
353,282.0,354.0,8.93613,76.61133000000001,8.93759,76.61739,0.6853867596158734
354,283.0,355.0,8.98155,76.67153,8.982660000000001,76.67132,0.12560232383736367
355,284.0,356.0,8.94775,76.63812,8.9486,76.63746,0.11915417817218447
356,285.0,357.0,8.926160000000001,76.59857,8.92842,76.60139000000001,0.39901130785827565
357,286.0,358.0,8.955219999999999,76.60096,8.951,76.60023000000001,0.4761935246258272
358,287.0,359.0,8.86324,76.70938000000001,8.86315,76.71511,0.629815974975701
359,288.0,360.0,8.83356,76.74446999999999,8.83194,76.74622,0.26356290867382026
360,289.0,361.0,8.81634,76.69608000000001,8.82509,76.71498000000001,2.2940678480564296
361,289.0,362.0,8.81634,76.69608000000001,8.81731,76.69905,0.34381653938173395
362,289.0,363.0,8.81634,76.69608000000001,8.87147,76.69941999999999,6.143078598366939
363,289.0,364.0,8.81634,76.69608000000001,8.90697,76.69102,10.096086873567643
364,290.0,365.0,8.98056,76.71355,8.98034,76.72018,0.7288247552381493
365,291.0,366.0,9.0042,76.78130999999999,8.9518,76.72026,8.885930795251088
366,292.0,367.0,8.99611,76.75338,9.00515,76.77932,3.0219659136866723
367,293.0,368.0,8.90952,76.76427,8.99703,76.7526,9.817814772719814
368,294.0,369.0,8.93873,76.77129000000001,8.90851,76.76221,3.506318297154343
369,294.0,370.0,8.93873,76.77129000000001,8.94079,76.77265,0.2735561121259352
370,295.0,371.0,8.954460000000001,76.66922,8.955810000000001,76.67146,0.28830896761616326
371,296.0,372.0,8.9159,76.63329,8.90638,76.6366,1.1196353840858202
372,297.0,373.0,8.90714,76.69161,8.840639999999999,76.64693,8.87823664084817
373,298.0,374.0,8.89706,76.66752,8.89888,76.66656,0.22827741800584178
374,299.0,375.0,9.09355,76.50475,9.111180000000001,76.50912,2.0188624231869072
375,300.0,376.0,9.13204,76.51247,9.13219,76.51289,0.049049279299153634
376,301.0,377.0,9.0882,76.56371999999999,9.08905,76.56113,0.2997684135782641
377,302.0,378.0,9.067969999999999,76.55834,9.06729,76.55951,0.1491184956830897
378,303.0,379.0,9.087530000000001,76.85554,8.986260000000001,76.9096,12.733748873117474
379,304.0,380.0,9.05686,76.91396,9.088189999999999,76.85576999999999,7.279779800119524
380,305.0,381.0,9.02781,76.86259,9.07686,76.79654000000001,9.077682897775965
381,305.0,382.0,9.02781,76.86259,9.093860000000001,76.79862,10.16598906640102
382,305.0,383.0,9.02781,76.86259,9.05556,76.91597,6.626455500516835
383,305.0,384.0,9.02781,76.86259,9.040569999999999,76.82497,4.369487502066324
384,305.0,385.0,9.02781,76.86259,9.02844,76.85571,0.7590224215490537
385,306.0,386.0,9.063,76.6741,9.06075,76.67655,0.36749802614906196
386,307.0,387.0,9.04175,76.59039,9.04193,76.58953000000001,0.09656731901339768
387,308.0,388.0,9.08025,76.67251999999999,9.07494,76.66066,1.4303066848881127
388,309.0,389.0,9.0438,76.62425,9.043660000000001,76.62653,0.2509350255391435
389,310.0,390.0,9.10112,76.61725,9.10275,76.61973,0.3272008354836796
390,311.0,391.0,9.074530000000001,76.60619,9.074760000000001,76.60453000000001,0.18411651741663437
391,311.0,392.0,9.074530000000001,76.60619,9.02181,76.62968000000001,6.406617974011984
392,312.0,393.0,9.05649,76.73355,9.05583,76.7315,0.2368433104396257
393,313.0,394.0,9.013910000000001,76.82562,9.01305,76.82478,0.1329129675773198
394,314.0,395.0,9.02989,76.78612,9.02993,76.78616,0.006253240611932532
395,315.0,396.0,9.05528,76.69530999999999,9.054260000000001,76.69821,0.3381478597591681
396,316.0,397.0,8.9338,76.8152,8.933539999999999,76.81649,0.14466592351855015
397,317.0,398.0,8.98692,76.83561999999999,8.99392,76.83058,0.9554201781943529
398,318.0,399.0,9.686069999999999,76.78126999999999,9.6876,76.77983,0.23214258867715834
399,319.0,400.0,9.67382,76.81278,9.66118,76.7789,3.9720948323005274
400,320.0,401.0,9.67415,76.79495,9.747869999999999,76.78493,8.27312376139586
401,321.0,402.0,9.69928,76.8177,9.6736,76.8136,2.891540351892466
402,322.0,403.0,9.78197,76.76343,9.6734,76.79558,12.580068460392447
403,323.0,404.0,9.668280000000001,76.7795,9.58972,76.52046999999999,29.719591323584034
404,324.0,405.0,9.7451,76.78336999999999,9.72322,76.80955,3.763011372808227
405,325.0,406.0,9.70032,76.7583,9.70693,76.76142,0.8109101023666385
406,325.0,407.0,9.70032,76.7583,9.78545,76.7618,9.476766180042906
407,326.0,408.0,9.630519999999999,76.50955,9.64288,76.50882,1.3771294033082488
408,327.0,409.0,9.66763,76.5328,9.66915,76.53818000000001,0.6136662174496396
409,328.0,410.0,9.61972,76.51052,9.61243,76.49831999999999,1.564473780951694
410,329.0,411.0,9.67362,76.55717,9.67048,76.55561999999999,0.3884180968143548
411,330.0,412.0,9.6802,76.50721999999999,9.68683,76.50502,0.7759025234759385
412,331.0,413.0,9.7652,76.49247,9.76555,76.49298,0.06812472791238902
413,332.0,414.0,9.71373,76.47556999999999,9.70842,76.47678,0.6053452303004289
414,333.0,415.0,9.82767,76.49925,9.8279,76.4983,0.1072146210304409
415,334.0,416.0,9.79017,76.52351999999999,9.7899,76.52325,0.04216362591061021
416,335.0,417.0,9.78675,76.45223,9.78535,76.44672,0.6237108848784533
417,336.0,418.0,9.82845,76.45095,9.83002,76.45195,0.2061733493171891
418,336.0,419.0,9.82845,76.45095,9.73772,76.50716,11.824035941675655
419,337.0,420.0,9.48108,76.84618,9.48118,76.84557,0.06784140788243184
420,338.0,421.0,9.5545,76.79018,9.55353,76.78997,0.110324358045658
421,339.0,422.0,9.58425,76.88311999999999,9.5845,76.88683,0.40785158595667065
422,340.0,423.0,9.4681,76.96231999999999,9.4671,76.96315,0.1437518328412191
423,341.0,424.0,9.48962,76.75312,9.48378,76.76746999999999,1.7030670557801095
424,342.0,425.0,9.5377,76.88682,9.5383,76.88592,0.11916447073611479
425,343.0,426.0,9.56982,76.8154,9.5671,76.81385,0.34703915381365513
426,343.0,427.0,9.56982,76.8154,9.49292,76.74387,11.607331873750592
427,344.0,428.0,9.7004,76.72803,9.70087,76.7282,0.05550128615059357
428,345.0,429.0,9.76497,76.70303,9.7795,76.70163000000001,1.623439081264334
429,346.0,430.0,9.72403,76.67908,9.73738,76.66975,1.8031061969359061
430,347.0,431.0,9.65737,76.66348,9.65617,76.66333,0.13448541880262352
431,348.0,432.0,9.683530000000001,76.72208,9.68297,76.72232,0.06761917639626035
432,349.0,433.0,9.69255,76.6576,9.69277,76.65715,0.05507392270902876
433,350.0,434.0,9.4806,76.597,9.48125,76.59723000000001,0.07657628306150159
434,351.0,435.0,9.4253,76.5626,9.42632,76.56142,0.17215327038511244
435,352.0,436.0,9.44488,76.57366999999999,9.43827,76.56495,1.2066480154720773
436,353.0,437.0,9.5193,76.5705,9.5218,76.57267,0.36604715332597637
437,354.0,438.0,9.45955,76.5537,9.46057,76.5521,0.20901869138155285
438,354.0,439.0,9.45955,76.5537,9.49512,76.52687,4.93133069456072
439,354.0,440.0,9.45955,76.5537,9.5009,76.63653000000001,10.184977520411389
440,355.0,441.0,9.63262,76.60505,9.59248,76.43558,19.114215269607236
441,356.0,442.0,9.49498,76.52767,9.58117,76.47785,11.035096924631844
442,357.0,443.0,9.52955,76.53927,9.52902,76.54128,0.22823189582503325
443,358.0,444.0,9.55733,76.57217,9.55513,76.57235,0.2455008230200103
444,359.0,445.0,9.62675,76.6737,9.63527,76.60513,7.579013639443931
445,360.0,446.0,9.59782,76.64675,9.59143,76.56458,9.03989043163576
446,361.0,447.0,9.5866,76.58352,9.62715,76.67353,10.853009302249466
447,362.0,448.0,9.54995,76.60868,9.59707,76.64742,6.7471416954575805
448,363.0,449.0,9.6023,76.68316999999999,9.58802,76.58317,11.081795331639258
449,364.0,450.0,9.56755,76.63937,9.54902,76.60708000000001,4.097813770027686
450,364.0,451.0,9.56755,76.63937,9.60193,76.68348,6.166722293058851
451,364.0,452.0,9.56755,76.63937,9.570969999999999,76.63932,0.3804455582657226
452,364.0,453.0,9.56755,76.63937,9.60298,76.73178,10.874451288421545
453,365.0,454.0,9.71597,76.55927,9.7149,76.60888,5.440273501231975
454,366.0,455.0,9.75495,76.5615,9.71602,76.55897,4.339051084147075
455,367.0,456.0,9.74273,76.61148,9.75752,76.56053,5.822535046371081
456,368.0,457.0,9.799,76.6645,9.74268,76.61192,8.512516050800313
457,369.0,458.0,9.7919,76.61065,9.80245,76.66181999999999,5.730071772647445
458,370.0,459.0,9.82863,76.60705,9.791830000000001,76.61067,4.11244231177784
459,371.0,460.0,9.68407,76.60651999999999,9.8218,76.60843,15.321115681482093
460,371.0,461.0,9.68407,76.60651999999999,9.68468,76.61036999999999,0.42755032750348415
461,372.0,462.0,9.72145,76.41622,9.81533,76.42365,10.473970774901424
462,373.0,463.0,9.7074,76.3917,9.79388,76.418,10.041929218783583
463,374.0,464.0,9.76783,76.4168,9.71538,76.41723,5.834195193742442
464,375.0,465.0,9.68845,76.42012,9.71188,76.39213000000001,4.026095016952189
465,376.0,466.0,9.82618,76.42902,9.76572,76.41498,6.898785045969138
466,376.0,467.0,9.82618,76.42902,9.67808,76.4208,16.49776534093457
467,377.0,468.0,9.56405,76.7575,9.563130000000001,76.76205,0.5094453199353569
468,378.0,469.0,9.5007,76.63735,9.50935,76.69237,6.11204981749196
469,379.0,470.0,9.50792,76.66292,9.50937,76.66597,0.37143330651227024
470,380.0,471.0,9.56643,76.70233,9.5665,76.70671999999999,0.4815713743799398
471,381.0,472.0,11.44623,75.84451,11.45503,75.84259,1.0009517822494591
472,382.0,473.0,11.44628,75.83499,11.447569999999999,75.82987,0.5763166273767777
473,383.0,474.0,11.49668,75.81402,11.49563,75.81622,0.2667255368148631
474,384.0,475.0,11.48506,75.77521,11.48572,75.77605,0.11735798356635432
475,385.0,476.0,11.45019,75.77129000000001,11.450569999999999,75.77261,0.14998023118354886
476,386.0,477.0,11.54002,75.84276,11.54018,75.84299,0.030741089352123625
477,387.0,478.0,11.44335,75.87791,11.4429,75.88058000000001,0.2953524298690035
478,387.0,479.0,11.44335,75.87791,11.40222,75.76273,13.365070336827134
479,388.0,480.0,11.356760000000001,75.80733000000001,11.35693,75.80449,0.31028418072119146
480,389.0,481.0,11.41843,75.83135,11.42192,75.83140999999999,0.38824723277598117
481,390.0,482.0,11.37069,75.86475,11.3672,75.86392,0.39860387147826276
482,391.0,483.0,11.3517,75.76138,11.3531,75.75916,0.2878562472514666
483,392.0,484.0,11.313139999999999,75.79935,11.31372,75.79839,0.12298480033853974
484,393.0,485.0,11.384039999999999,75.82119,11.38642,75.82375,0.3847107811199596
485,394.0,486.0,11.36287,75.90977,11.36144,75.91035,0.17117267967753258
486,395.0,487.0,11.3657,75.96351,11.36374,75.96454,0.24524362371662883
487,396.0,488.0,11.36128,76.01193,11.363719999999999,76.01025,0.3274476318997777
488,397.0,489.0,11.34795,76.03899,11.34817,76.03608,0.31829292898200323
489,398.0,490.0,11.43207,76.00477,11.480039999999999,75.97431999999999,6.283990100713125
490,399.0,491.0,11.48001,75.97413,11.40963,75.93649,8.838631187194926
491,400.0,492.0,11.40956,75.93529000000001,11.487,75.91338,8.938678700004093
492,401.0,493.0,11.48615,75.91441,11.37229,75.88972,12.947534292378744
493,402.0,494.0,11.36045,75.8889,11.3554,75.86907,2.2342534571255945
494,403.0,495.0,11.22855,75.83228000000001,11.228539999999999,75.83301999999999,0.08074218076749967
495,404.0,496.0,11.1778,75.86715,11.17879,75.86984,0.3135073063268884
496,405.0,497.0,11.17698,75.8318,11.17937,75.83293,0.2930438901822861
497,405.0,498.0,11.17698,75.8318,11.15011,75.82648,3.044607382708861
498,405.0,499.0,11.17698,75.8318,11.23971,75.87884,8.66180541157243
499,406.0,500.0,11.31869,75.94004,11.43103,76.00676,14.459310690635368
500,407.0,501.0,11.264489999999999,75.89254,11.31832,75.94547,8.317618238192502
501,408.0,502.0,11.26052,75.95313,11.2643,75.8889,7.019318055372217
502,409.0,503.0,11.321489999999999,75.99329,11.26092,75.95198,8.105152372499663
503,410.0,504.0,11.30777,75.88072,11.284419999999999,75.98728,11.909686252335907
504,411.0,505.0,11.318589999999999,75.85149,11.32113,75.99709,15.882528813266793
505,412.0,506.0,11.31668,75.9979,11.31657,75.99786,0.012989811021796747
506,413.0,507.0,11.24209,75.88132,11.3051,75.87841999999999,7.015727439208202
507,413.0,508.0,11.24209,75.88132,11.31902,75.85161,9.150053903238456
508,414.0,509.0,11.67634,75.70155,11.67711,75.70029,0.1617799404977949
509,415.0,510.0,11.65584,75.74798,11.708639999999999,75.72232,6.504121015152945
510,416.0,511.0,11.66792,75.75394,11.65518,75.74936,1.5023316456802316
511,417.0,512.0,11.67802,75.7813,11.66755,75.75328,3.266831715715167
512,418.0,513.0,11.64157,75.80608000000001,11.67716,75.77903,4.934979222329717
513,419.0,514.0,11.62036,75.70721999999999,11.64242,75.80384000000001,10.80853973658133
514,419.0,515.0,11.62036,75.70721999999999,11.62156,75.70753,0.13768261279500082
515,419.0,516.0,11.62036,75.70721999999999,11.68924,75.6652,8.924818179298924
516,420.0,517.0,11.49592,75.62711,11.49495,75.62720999999999,0.10844211879805615
517,421.0,518.0,11.511569999999999,75.62208000000001,11.51533,75.62183,0.4191108536029202
518,422.0,519.0,11.52639,75.65611,11.52657,75.65598,0.02452742943317766
519,423.0,520.0,11.53222,75.71305,11.53065,75.71101999999999,0.28185560018636213
520,423.0,521.0,11.53222,75.71305,11.49912,75.69312,4.274735545689811
521,424.0,522.0,11.3981,75.72518000000001,11.39431,75.72719000000001,0.47512801172140157
522,425.0,523.0,11.42088,75.71211,11.42257,75.7124,0.19061892319202434
523,426.0,524.0,11.47098,75.64931,11.47038,75.6524,0.3433831419059136
524,427.0,525.0,11.486930000000001,75.71514,11.492469999999999,75.7165,0.6337935313766393
525,428.0,526.0,11.58739,75.76552,11.58731,75.76554,0.009161356499215066
526,429.0,527.0,11.55906,75.75523000000001,11.59995,75.76505999999999,4.672616449955869
527,430.0,528.0,11.56391,75.71021,11.55872,75.758,5.239720875728492
528,431.0,529.0,11.53735,75.77045,11.56398,75.71082,7.141553601831856
529,431.0,530.0,11.53735,75.77045,11.53689,75.77095,0.07474774930275897
530,431.0,531.0,11.53735,75.77045,11.53373,75.79954000000001,3.1957854285373255
531,431.0,532.0,11.53735,75.77045,11.57611,75.8169,6.64903612042019
532,432.0,533.0,11.55213,75.64146,11.55449,75.64196,0.2680978653376232
533,433.0,534.0,11.586689999999999,75.67433,11.64625,75.66490999999999,6.7038766913923755
534,434.0,535.0,11.62579,75.62813,11.588560000000001,75.67352,6.450297012621197
535,435.0,536.0,11.66075,75.61442,11.66128,75.61514,0.09811718851029408
536,436.0,537.0,11.71819,75.69843,11.718760000000001,75.69863000000001,0.06703846744584559
537,437.0,538.0,11.7288,75.67390999999999,11.72943,75.67436,0.08551192606831252
538,438.0,539.0,11.72616,75.63573000000001,11.72865,75.63877,0.4316506258674015
539,439.0,540.0,11.70721,75.63446,11.70862,75.63435,0.15729100942722143
540,440.0,541.0,11.67413,75.6333,11.67131,75.63498,0.36314911130604066
541,441.0,542.0,11.62429,75.57822,11.624410000000001,75.62704000000001,5.31888136844863
542,442.0,543.0,11.64901,75.56432,11.62533,75.57822,3.038205815619718
543,443.0,544.0,11.653410000000001,75.60259,11.65087,75.56264,4.36121754624363
544,444.0,545.0,11.68652,75.544,11.68811,75.5428,0.2199149074930842
545,444.0,546.0,11.68652,75.544,11.652280000000001,75.60363000000001,7.529730795403635
546,445.0,547.0,11.23196,76.05367,11.23451,76.05001,0.48978727125310056
547,446.0,548.0,11.21602,76.00365,11.21405,75.98621,1.915380532810533
548,447.0,549.0,11.21626,76.14128000000001,11.19691,76.06501999999999,8.594511674974147
549,448.0,550.0,11.19668,76.06388000000001,11.24891,76.02349,7.291733896704792
550,449.0,551.0,11.250119999999999,76.02282,11.17896,76.00269,8.214182448968312
551,450.0,552.0,11.17775,76.00238,11.158389999999999,76.06194,6.846847241693413
552,451.0,553.0,11.15822,76.06045999999999,11.2477,76.05003,10.01769558193482
553,452.0,554.0,11.24806,76.05053000000001,11.19921,75.98194000000001,9.247929602461161
554,453.0,555.0,11.24429,76.30436,11.24395,76.29854,0.6360570665798309
555,454.0,556.0,11.22129,76.33374,11.22696,76.32876,0.8324397344633087
556,455.0,557.0,11.075,76.2813,11.0744,76.2888,0.8214041522182491
557,456.0,558.0,11.16892,76.31968,11.1709,76.31855999999999,0.2518742040069498
558,457.0,559.0,11.28745,76.29624,11.28397,76.29669,0.39017967610001986
559,458.0,560.0,11.11942,76.33596,11.124939999999999,76.33796,0.6516355474821992
560,459.0,561.0,11.11197,76.2837,11.115110000000001,76.28483,0.37039798332389096
561,460.0,562.0,11.173639999999999,75.91762,11.17217,75.91781999999999,0.1649579348318681
562,461.0,563.0,11.1521,75.95867,11.15226,75.95562,0.33332033471100825
563,462.0,564.0,11.189910000000001,75.96725,11.1423,75.97251999999999,5.326786682580661
564,463.0,565.0,11.14245,75.97062,11.16944,75.92659,5.665660396501982
565,464.0,566.0,11.16906,75.92687,11.24625,75.95168000000001,9.00245815754291
566,465.0,567.0,11.247860000000001,75.94901,11.2072,75.87699,9.066070414579375
567,465.0,568.0,11.247860000000001,75.94901,11.13803,76.01732,14.310684654569291
568,465.0,569.0,11.247860000000001,75.94901,11.16352,75.87934,12.074374431802443
569,465.0,570.0,11.247860000000001,75.94901,11.15066,75.91457,11.44598255866364
570,466.0,571.0,10.90447,76.09793,10.922460000000001,76.03389,7.274940755406286
571,467.0,572.0,10.878789999999999,76.10117,10.904919999999999,76.0974,2.9354611695899293
572,468.0,573.0,10.93471,75.99635,10.87335,76.1011,13.3220549096866
573,469.0,574.0,10.8464,76.03554,10.8472,76.03615,0.11116990858431039
574,470.0,575.0,10.94155,76.0419,10.95096,76.03405,1.3529345407565967
575,471.0,576.0,10.89062,76.07004,10.89034,76.07048,0.05726871544353763
576,472.0,577.0,11.08692,76.1216,11.08944,76.12028000000001,0.3151625084341212
577,473.0,578.0,11.02285,76.06818,11.001,76.05658000000001,2.740575180971077
578,474.0,579.0,11.13386,76.01503000000001,11.10485,76.0591,5.791978988451674
579,475.0,580.0,11.025910000000001,76.02869,11.06325,76.01538000000001,4.400162855201231
580,476.0,581.0,10.99892,76.05711,11.05027,75.9846,9.76180614826776
581,477.0,582.0,11.06104,76.12569,11.019860000000001,76.07394000000001,7.273140252875821
582,478.0,583.0,10.98537,76.10853,11.056410000000001,76.10925,7.902158350201538
583,479.0,584.0,11.03696,76.16074,10.98598,76.10785,8.093265050045543
584,480.0,585.0,10.92366,76.1289,11.01833,76.12084,10.566845624490544
585,481.0,586.0,10.97742,76.15704000000001,11.03728,76.16072,6.670330122562407
586,482.0,587.0,11.021460000000001,76.11941999999999,10.92719,76.13337,10.595704452991832
587,482.0,588.0,11.021460000000001,76.11941999999999,10.97814,76.15541,6.217683480242954
588,482.0,589.0,11.021460000000001,76.11941999999999,10.9014,76.19058000000001,15.450564867830822
589,483.0,590.0,11.31171,76.20845,11.3137,76.20585,0.35973822887944784
590,484.0,591.0,11.33473,76.27580999999999,11.336319999999999,76.27695,0.21618375479512195
591,485.0,592.0,11.35898,76.30693000000001,11.3594,76.30699,0.04717251137865601
592,486.0,593.0,11.326260000000001,76.33221999999999,11.32565,76.3319,0.07629997816630762
593,487.0,594.0,11.40253,76.25309,11.40444,76.25147,0.2762870908810303
594,488.0,595.0,11.376489999999999,76.33717,11.38054,76.34153,0.6549556456056675
595,489.0,596.0,10.93323,76.2806,10.93523,76.27051,1.124165084448671
596,490.0,597.0,10.97788,76.20449,10.97175,76.20081,0.7914412978202823
597,491.0,598.0,10.91187,76.22491,10.90948,76.22588,0.28617192438411887
598,492.0,599.0,11.05339,76.28102,11.05308,76.23134,5.423499405506477
599,493.0,600.0,10.90175,76.19556,11.05947,76.27488000000001,19.564751004598413
600,494.0,601.0,10.95376,76.3211,10.95385,76.31938000000001,0.18809626164027723
601,495.0,602.0,11.0193,76.28375,11.01873,76.27933,0.4867190070710331
602,496.0,603.0,10.73787,76.02896,10.73668,76.02954,0.14675694720727298
603,497.0,604.0,10.740310000000001,75.97298,10.73373,75.97511999999999,0.7683482033249392
604,498.0,605.0,10.71776,76.01959000000001,10.71654,76.01787,0.23184135558102453
605,499.0,606.0,10.701989999999999,75.98261,10.6993,75.98876,0.7357550705460482
606,500.0,607.0,10.721219999999999,75.97665,10.7253,75.97798,0.47652683224131176
607,501.0,608.0,10.78547,76.00435999999999,10.785860000000001,76.0016,0.30467501721002277
608,502.0,609.0,10.82783,75.99415,10.826939999999999,75.99072,0.3875819647492486
609,503.0,610.0,10.83662,75.99297,10.841239999999999,75.99414,0.5295392038446907
610,504.0,611.0,10.785689999999999,76.02469,10.7827,76.02345,0.3591168158137367
611,505.0,612.0,10.95342,75.94628,10.93853,75.99082,5.1382838073485395
612,506.0,613.0,10.98151,75.90471,10.949019999999999,75.94813,5.96163262229002
613,507.0,614.0,10.94534,75.94107,10.92581,75.90057,4.927671828003274
614,508.0,615.0,10.9514,75.91322,10.98073,75.91859000000001,3.314653307856062
615,509.0,616.0,10.940010000000001,75.97549000000001,10.98209,75.978,4.688569987831478
616,510.0,617.0,10.98223,75.87536,10.95342,75.94628,8.381150749375413
617,510.0,618.0,10.98223,75.87536,10.95195,75.90903,4.986169490763133
618,510.0,619.0,10.98223,75.87536,10.97724,75.88041,0.7823932015687689
619,510.0,620.0,10.98223,75.87536,10.93983,75.97592,11.951113926733214
620,511.0,621.0,10.84882,75.92208000000001,10.84954,75.92126,0.12015797680261753
621,512.0,622.0,10.88306,75.93137,10.81569,75.92442,7.5319173379291415
622,513.0,623.0,10.84941,75.94176999999999,10.8845,75.93236999999999,4.035861495319204
623,514.0,624.0,10.88654,75.89522,10.865089999999999,75.98213,9.788571348165945
624,514.0,625.0,10.88654,75.89522,10.84861,75.9414,6.576185324690492
625,514.0,626.0,10.88654,75.89522,10.87573,75.90723,1.779525135825742
626,515.0,627.0,11.08015,75.90231999999999,11.0807,75.90207,0.06698691619383322
627,516.0,628.0,11.01117,75.92357,11.01015,75.9239,0.11903814296545344
628,517.0,629.0,11.0454,75.86015,11.048060000000001,75.85901,0.32098020274777017
629,518.0,630.0,11.10529,75.92574,11.105789999999999,75.92785,0.23692010678060585
630,519.0,631.0,11.119019999999999,75.89346,11.11903,75.89312,0.037124913458272464
631,520.0,632.0,11.039760000000001,75.91185,11.04349,75.92232,1.2159859207326273
632,521.0,633.0,11.11877,75.8432,11.120510000000001,75.84644,0.4031179818651352
633,522.0,634.0,11.06758,75.94071,11.02697,76.03084,10.826677181440143
634,523.0,635.0,10.99103,75.97918,11.07124,75.93549,10.116764218394122
635,524.0,636.0,11.082419999999999,75.97076,10.99363,75.9794,9.921038490519036
636,525.0,637.0,11.0138,75.99467,11.07899,75.97633,7.522413153195437
637,526.0,638.0,10.99387,75.98051,11.013639999999999,75.99167,2.5140427022923477
638,527.0,639.0,11.0515,75.98678000000001,10.99671,75.96,6.759341491576076
639,528.0,640.0,11.2377,76.20597,11.21528,76.13942,7.677025167784313
640,529.0,641.0,11.12684,76.23354,11.24487,76.18154,14.302149923061522
641,530.0,642.0,11.16205,76.22853,11.09562,76.2225,7.418247029552951
642,531.0,643.0,11.201139999999999,76.17944,11.16296,76.2303,6.988182435012556
643,532.0,644.0,11.16553,76.13139,11.199819999999999,76.17777,6.337174114566317
644,533.0,645.0,11.195210000000001,76.23995,11.16295,76.12907,12.62003362248302
645,533.0,646.0,11.195210000000001,76.23995,11.19645,76.2334,0.7278775902829007
646,534.0,647.0,10.64857,76.544,10.6443,76.54782,0.6324199596951253
647,535.0,648.0,10.64687,76.5636,10.646930000000001,76.56622,0.2864829142169081
648,536.0,649.0,10.61593,76.4705,10.61698,76.46122,1.021244139990186
649,537.0,650.0,10.6621,76.5201,10.65528,76.51208000000001,1.159313879745738
650,538.0,651.0,10.57735,76.48931999999999,10.57352,76.49622,0.8664171553405493
651,539.0,652.0,10.63407,76.45025,10.633980000000001,76.45028,0.010534206403368274
652,540.0,653.0,10.67052,76.48093,10.67113,76.47267,0.90541638875179
653,541.0,654.0,10.596119999999999,76.48673000000001,10.592130000000001,76.48315,0.5917520427119674
654,542.0,655.0,10.58885,76.51685,10.58715,76.51865,0.2729238740556444
655,543.0,656.0,11.10409,76.65326,11.11303,76.65425,1.0002482603164151
656,544.0,657.0,11.15645,76.64495,11.153830000000001,76.64457,0.29435783764570445
657,545.0,658.0,11.11695,76.74651999999999,11.11773,76.74632,0.0894631467267751
658,546.0,659.0,10.64945,76.74292,10.64983,76.738,0.5394830439152202
659,547.0,660.0,10.731,76.78725,10.73018,76.78631999999999,0.13655999555321532
660,548.0,661.0,10.73795,76.83111,10.80937,76.84603,8.109596423936223
661,549.0,662.0,10.64943,76.76323000000001,10.7358,76.86198,14.449452775238298
662,549.0,663.0,10.64943,76.76323000000001,10.73813,76.8342,12.550255973243383
663,549.0,664.0,10.64943,76.76323000000001,10.64943,76.76323000000001,0.0
664,550.0,665.0,10.613380000000001,76.69138000000001,10.68858,76.65675,9.181219339173209
665,551.0,666.0,10.60672,76.76097,10.613380000000001,76.69138000000001,7.644125159289379
666,552.0,667.0,10.643369999999999,76.69355,10.6067,76.76191999999999,8.514882706800288
667,552.0,668.0,10.643369999999999,76.69355,10.67953,76.68843000000001,4.0608224632698295
668,552.0,669.0,10.643369999999999,76.69355,10.64333,76.69358000000001,0.005527237485895085
669,553.0,670.0,10.727210000000001,76.65488,10.73057,76.64022,1.6451378100960856
670,554.0,671.0,10.766,76.54355,10.76558,76.54353,0.046767620481142365
671,555.0,672.0,10.71972,76.60110999999999,10.73255,76.5442,6.381113981557635
672,556.0,673.0,10.73917,76.57548,10.7101,76.5895,3.5781075818091606
673,557.0,674.0,10.75314,76.48145,10.74085,76.57273,10.068211401321985
674,557.0,675.0,10.75314,76.48145,10.75635,76.48928000000001,0.9271400436364804
675,557.0,676.0,10.75314,76.48145,10.69103,76.62225,16.86740987947224
676,558.0,677.0,10.8115,76.64328,10.8154,76.65095,0.9436081610187163
